Verkada Command Connector Hardware Compatibility List
Below is a list all non-Verkada cameras that are currently compatible with Command Connector. Please complete the form below if you'd like to request support for a camera not listed.
https://www.verkada.com/security-cameras/command-connector/hcl/#camerarequest

Manufacturer,Model Name,Minimum Firmware Supported,Notes
3xLOGIC Inc,VX-5M-B-RIAW,A6.2.2_2022.08.10,
3xLOGIC Inc,VX-5M-OD-RIAW,A6.2.2_2021.04.23,
3xLOGIC Inc,VX-5M20-B-RIAW,A6.2.2_2021.04.23,
3xLOGIC Inc,VX-5M4-MB-IW,A6.2.1_2020.10.05,
3xLOGIC Inc,VX-5M4-MD-IAW,A6.2.2_2021.04.23,
3xLOGIC Inc,VX-6M-360-IAW,A6.2.1_2020.10.05,
3xLOGIC Inc,VX-8M-180-IAW,A10.2.1_2020.10.05,
ACTI,KCM5611,A1D-311-V5.12.12-AC,
ACTi,A61,A1D-900-A2.03.23-AC,
ACTi,A62,A1D-900-A2.08.03-AC,
ACTi,A71,A1D-505-S2.10.05-AC,
ACTi,A92,A1D-900-A6.03.00-AC,
ACTi,A95,A1D-900-A6.03.00-AC,
ACTi,E37,A1D-500-V6.11.31-AC,
ACTi,E72A,A1D-500-V6.13.19-AC,
ACTi,E97,A1D-500-V6.13.19-AC,
ACTi,TCM3401,A1D-311-V5.12.12-AC,
ACTi,Z84,IPC_D1202-B0007P37D1904C90B01,
ACTi,Z95,IPC_D1202-B0007P37D1904C90B01,
ACTi,Z98,IPC_D1202-B0007P37D1904C90B01,
ALIBI Security,ALI-NS2015VR,V5.4.5 build 170309,
ALIBI Security,ALI-NS2018VR,V5.5.82 build 190325,
ALIBI Security,ALI-NS2036VR,V5.5.82 build 190325,
ALIBI Security,NS2015VR,V5.4.5 build 170309,
ALIBI Security,PV3130R,V5.2.0 build 150508,
Advidia,B-5360-000,A1D-500-V6.12.14-NB,
Advidia,E-37-V,2.520.Advidia 00.24.R,
Advidia,M-45-FW-V2,GIPC-B6202.7.10.C03830.NB.221018,
Advidia,M-46-FW-V2,GIPC-B6202.7.10.C03830.NB.221018,
Advidia,M-46-V,GIPC-B6202.7.10.C03830.NB.221018,
Advidia,M-49-V,GIPC-B6202.7.10.C03830.NB.221018,
Advidia,M-5360,203.6.11,
Advidia,M-87-V,203.6.11,
Amcrest,IP5M-B1186E,2.880.00AC001.0.R,
Amcrest,IP5M-D1188EW-AI-V3,2.880.00AC001.0.R,
Amcrest,IP8M-2493E-V2,2.820.00AC000.0.R,
Amcrest,IP8M-2493EW-AI,V2.820.00AC000.0.R,
Amcrest,IP8M-2496EW-AI,V2.820.00AC000.0.R,
Amcrest,IP8M-2693E-AI,2.820.00AC000.0.R,
Amcrest,IP8M-FCB2996EW-AI,3.120.00AC000.0.R,
Amcrest,IP8M-T2669E-AI,2.800.00AC001.0.R,
Amcrest,IP8M-T2669EW-AI,V2.800.00AC001.0.R,Under setup > Camera > Video - please select H.264 for both Main Stream and Sub Stream
Arecont Vision,10225PMIR-S,65240,
Arecont Vision,10255AMIR,65240,
Arecont Vision,10255PMIR-SH,65240,
Arecont Vision,10255PMTIR-SH,65240,
Arecont Vision,10655DN,65201,
Arecont Vision,12176DN,65192,
Arecont Vision,12186CO,65192,
Arecont Vision,12186DN,65192,
Arecont Vision,12276DN,65209,
Arecont Vision,12376RS,65216,
Arecont Vision,AV02CID-200,65362,
Arecont Vision,AV12176DN,65200,
Arecont Vision,AV20175DN,65200,
Arecont Vision,AV20275DN,65213,
Arecont Vision,AV20576RS,65431,
Arecont Vision,AV20585PM,65216,
Arecont Vision,AV3255PMIR-SH,65432,
Arecont Vision,AV32576RSIR,65432,
Arecont Vision,AV4656DN,65201,
Arecont Vision,AV4956DN,65461,
Arecont Vision,AV8185DN,65200,
Avigilon,1.0-H3-DC1,2.6.0.100(13760),
Avigilon,1.0C-H4A-B2,4.10.4.72(32621),
Avigilon,1.3C-H4M-D1-IR,4.10.4.72(32621),
Avigilon,1.3C-H4SL-BO1-IR,3.30.0.110(40000),
Avigilon,1.3C-H4SL-D1,3.30.0.110(40000),
Avigilon,1.3C-H4SL-D1-IR,3.30.0.110(40000),
Avigilon,1.3C-H4SL-DO1-IR,3.30.0.110(40000),
Avigilon,1.3C-H5SL-DO1-IR,4.10.0.96(32478),
Avigilon,10.0C-H5DH-D1-IR,4.42.0.4(1e53f110),
Avigilon,10.0C-H5DH-DO1-IR,4.60.0.24(a939185a),
Avigilon,12.0-H4F-DO1-IR,4.84.0.20(469d9a64),
Avigilon,12.0W-H5A-FE-DO1,4.84.0.20(469d9a64),
Avigilon,12.0W-H5A-FE-DO1-IR,3.6.0.16(13255),
Avigilon,12C-H4A-4MH-360,4.36.0.14(9d7523cb),
Avigilon,15C-H4A-3MH-180,4.36.0.14(9d7523cb),
Avigilon,15C-H4A-3MH-270,4.36.0.16(d3811948),
Avigilon,2.0-H3-B1,2.6.0.174(28266),
Avigilon,2.0-H3-B2,2.6.0.172(26469),
Avigilon,2.0-H3-D1,2.6.0.172(26469),
Avigilon,2.0-H3-D1-IR,2.6.0.172(26469),
Avigilon,2.0-H3-DC1,2.6.0.172(26469),
Avigilon,2.0-H3M-DC1,2.6.0.142(9557),
Avigilon,2.0-H3M-DO1,2.6.0.142(9557),
Avigilon,2.0C-H3A-D1,3.6.0.26(13803),
Avigilon,2.0C-H4A-BO1-IR-B,3.16.0.222(22456),
Avigilon,2.0C-H4A-D1,3.16.0.222(22456),
Avigilon,2.0C-H4A-DC1,3.16.0.222(22456),
Avigilon,2.0C-H4IRPTZ-DP30-WP,4.10.0.38(32363),
Avigilon,2.0C-H4M-D1-IR,3.16.0.222(22456),
Avigilon,2.0C-H4SL-D1,3.16.0.222(22456),
Avigilon,2.0C-H4SL-D1-IR,4.12.0.52(33498),
Avigilon,2.0C-H5A-BO2-IR,4.12.0.52(33498),
Avigilon,2.0C-H5A-D1-IR,4.10.0.96(32478),
Avigilon,2.0C-H5A-DC1-IR,4.10.0.96(32478),
Avigilon,2.0C-H5A-DO1,4.12.0.52(33498),
Avigilon,2.0C-H5SL-D1,4.10.0.96(32478),
Avigilon,2.0C-H5SL-D1-IR,4.10.0.96(32478),
Avigilon,2.0W-H3-BO2-IR,2.6.0.82(12189),
Avigilon,20C-H4A-4MH-360,4.36.0.12,
Avigilon,24C-H5A-3MH,3.28.0.86(27711),
Avigilon,3.0C-H4A-D1,3.28.0.86(27711),
Avigilon,3.0C-H4A-D1-IR,3.10.0.42(14581),
Avigilon,3.0C-H4M-D1-IR,4.10.4.72(32621),
Avigilon,3.0C-H4SL-BO1-IR,3.30.0.110(40000),
Avigilon,3.0C-H4SL-D1,3.30.0.110(40000),
Avigilon,3.0C-H4SL-D1-IR,3.30.0.110(40000),
Avigilon,3.0C-H4SL-DO1-IR,3.30.0.110(40000),
Avigilon,3.0C-H4VI-RO1-IR,3.30.0.110(40000),
Avigilon,3.0C-H5SL-BO1-IR,4.14.0.102,
Avigilon,3.0W-H3-DO1-IR,3.6.0.16(13255),
Avigilon,360-W-30,6.7.9,ONVIF mode needs to be configured in the camera UI.
Avigilon,4.0C-H5A-BO1-IR,4.8.0.12(40000),
Avigilon,4.0C-H5A-D1,4.8.0.12(40000),
Avigilon,4.0C-H5A-DO1-IR,4.8.0.12(40000),
Avigilon,4.0C-H5A-DO1-IR(3275675),4.8.0.12(40000),
Avigilon,4.0C-H5A-DP1-IR,4.12.0.52(33498),
Avigilon,5.0-H3-BO1-IR,2.6.0.172(26469),
Avigilon,5.0C-H5M-DO1-IR,4.12.0.82(33818),
Avigilon,5.0C-H5M-DO1-IR(5564422),4.12.0.82(33818),
Avigilon,5.0C-H5SL-BO1-IR,4.10.0.96(32478),
Avigilon,5.0L-H4A-BO2-IR,3.28.0.86(27711),
Avigilon,5.0L-H4A-DO1-IR-B,4.10.0.96(32478),
Avigilon,6.0C-H5DH-DO1-IR,4.80.0.22(0c5a7909),
Avigilon,6.0L-H4F-DO1-IR,4.10.0.96(32478),
Avigilon,8.0C-H5A-FE-DO1,4.10.0.96(32478),
Avigilon,8.0C-H6A-BO1-IR,4.12.0.82(33818),
Avigilon,9W-H3-3MH-DC1,3.2.0.46(22730),
Avigilon,9W-H3-3MH-DP1,3.2.0.46(22730),
Avigilon,9W-H3-3MH-DP1-B,3.2.0.46(22730),
Avigilon,BULLET-TE-W-4K-30,6.8.6,ONVIF mode needs to be configured in the camera UI.
Avigilon,DOME-W-4K-30,6.5.5,ONVIF mode needs to be configured in the camera UI.
Avigilon,ENC-4P-H264,2.2.0.86(5119),
Avigilon,FS-IP5000-M,2.2.0.86(5119),
Avigilon,QUAD-20MP-30,6.5.5,ONVIF mode needs to be configured in the camera UI.
Axis Communications,212 PTZ,4.49,
Axis Communications,216FD,4.47,
Axis Communications,240Q,4.49 - PSS,
Axis Communications,2N IP Verso 2.0,2.44.1.57.4,
Axis Communications,A8004-VE,1.65.13,
Axis Communications,A8105-E,1.65.9,
Axis Communications,A8207-VE MK II,11.3.57,
Axis Communications,D201-S XPT Q6075,11.10.61,
Axis Communications,D2110-VE,11.10.61,
Axis Communications,D2210-VE,11.10.61,
Axis Communications,ExCam XF P3807,11.10.61,
Axis Communications,ExCam XPT Q6075,11.10.61,
Axis Communications,F44,6.50.5.7,
Axis Communications,FA51,11.10.61,
Axis Communications,FA54,12.0.91,
Axis Communications,I8016-LVE,11.11.79,
Axis Communications,M1011,5.20.3,
Axis Communications,M1025,5.51.7.6,
Axis Communications,M1054,5.51.7.6,
Axis Communications,M1055-L,11.10.61,
Axis Communications,M1065-L,9.80.78,
Axis Communications,M1065-LW,11.10.61,
Axis Communications,M1125,11.10.61,
Axis Communications,M1135 Mk II,11.10.61,
Axis Communications,M1137 Mk II,11.10.61,
Axis Communications,M1144-L,5.60.1.11,
Axis Communications,M1145-L,6.50.5.7,
Axis Communications,M2014-E,9.80.55,
Axis Communications,M2025-LE,9.80.55,
Axis Communications,M2026-LE,9.80.55,
Axis Communications,M2026-LE-MkII,9.80.55,
Axis Communications,M2035-LE,10.12.166,
Axis Communications,M3004,5.51.7.6,
Axis Communications,M3005,5.51.5.1,
Axis Communications,M3006,5.55.1.3,
Axis Communications,M3007,6.50.5.4,
Axis Communications,M3007-PV,5.70.1 & 6.50.5.2,
Axis Communications,M3014,5.51.7.6,
Axis Communications,M3015,9.80.78,
Axis Communications,M3024-L,5.51.7.8,
Axis Communications,M3025-VE,6.50.5.7,
Axis Communications,M3026-VE,6.50.5.7,
Axis Communications,M3027,6.50.5.7,
Axis Communications,M3027-PVE,6.50.5.7,
Axis Communications,M3044,9.80.78,
Axis Communications,M3044-V,9.80.78,
Axis Communications,M3045,8.40.3,
Axis Communications,M3045-V,8.40.3,
Axis Communications,M3046,9.70.1.5,
Axis Communications,M3046-V,9.70.1.5,
Axis Communications,M3046-V 1.8MM,9.80.78,
Axis Communications,M3047-P,10.12.240,
Axis Communications,M3057-PLVE,10.12.240,
Axis Communications,M3057-PLVE Mk II,9.80.10,
Axis Communications,M3058,9.80.10,
Axis Communications,M3058-PLVE,9.80.3.2,
Axis Communications,M3065-V,10.11.65,
Axis Communications,M3066-V,9.80.2.2,
Axis Communications,M3067-P,11.10.61,
Axis Communications,M3068-P,9.80.3.2,
Axis Communications,M3077-PLVE,10.12.114,
Axis Communications,M3085-V,10.12.91,
Axis Communications,M3086-V,10.12.91,
Axis Communications,M3088-V,10.12.91,
Axis Communications,M3114,5.51.7.6,
Axis Communications,M3116-LVE,10.5.2,
Axis Communications,M3203,5.51.7.6,
Axis Communications,M3204,5.50.3,
Axis Communications,M3205-LVE,9.80.2.2,
Axis Communications,M3216-LVE,9.80.2.2,
Axis Communications,M4206-LV,9.80.2.4,
Axis Communications,M4215-LV,11.3.70,
Axis Communications,M4216-V,10.12.166,
Axis Communications,M4218-LV,11.3.70,
Axis Communications,M4308-PLE,10.11.55,
Axis Communications,M4317-PLVE,11.3.57,
Axis Communications,M4318-PLVE,11.4.63,
Axis Communications,M4327-P,12.0.91,
Axis Communications,M5000,11.10.61,
Axis Communications,M5000-G,11.10.61,
Axis Communications,M5013,11.10.61,
Axis Communications,M5014,11.10.61,
Axis Communications,M5074,11.10.61,
Axis Communications,M5075,11.10.61,
Axis Communications,M5075-G,11.10.61,
Axis Communications,M5525-E,11.10.61,
Axis Communications,M5526-E,11.10.61,
Axis Communications,M7001,11.10.61,
Axis Communications,M7014,11.10.61,
Axis Communications,M7016,11.10.61,
Axis Communications,M7104,11.10.61,
Axis Communications,P-3245-LV,10.8.3,
Axis Communications,P1354,6.50.5.4,
Axis Communications,P1354-LE,6.50.5.4,
Axis Communications,P1357,6.50.5.8,
Axis Communications,P1357-LE,6.50.5.8,
Axis Communications,P1375,11.10.61,
Axis Communications,P1375-LE,11.10.61,
Axis Communications,P1377,11.10.61,
Axis Communications,P1377-LE,11.10.61,
Axis Communications,P1378-LE,11.10.61,
Axis Communications,P1385,11.10.61,
Axis Communications,P1385-B,11.10.61,
Axis Communications,P1385-LE,11.10.61,
Axis Communications,P1387,11.10.61,
Axis Communications,P1387-B,11.10.61,
Axis Communications,P1387-LE,11.10.61,
Axis Communications,P1388,11.10.61,
Axis Communications,P1388-B,11.10.61,
Axis Communications,P1388-LE,11.10.61,
Axis Communications,P1425-LE,6.50.5.7,
Axis Communications,P1427-E,6.50.5.10,
Axis Communications,P1427-LE,6.50.5.10,
Axis Communications,P1435-LE,9.80.78,
Axis Communications,P1445-LE,11.10.61,
Axis Communications,P1445-LE-3,11.10.61,
Axis Communications,P1447-LE,11.10.61,
Axis Communications,P1448-LE,11.10.61,
Axis Communications,P1455-LE,11.10.61,
Axis Communications,P1455-LE 29 mm,11.10.61,
Axis Communications,P1465-LE,11.10.61,
Axis Communications,P1465-LE-3,11.10.61,
Axis Communications,P1467-LE,10.12.104,
Axis Communications,P1468-LE,11.10.61,
Axis Communications,P1468-XLE,11.10.61,
Axis Communications,P3214-V,6.50.5.8,
Axis Communications,P3215-VE,9.80.3.5,
Axis Communications,P3224-V-Mk II,9.80.3.5,
Axis Communications,P3225-LV,9.80.3.5,
Axis Communications,P3225-LV Mk II,6.50.3,
Axis Communications,P3225-LVE,9.80.3.5,
Axis Communications,P3225-LVE Mk II,9.80.3.5,
Axis Communications,P3225-V Mk II,9.80.3.5,
Axis Communications,P3225-VE Mk II,9.80.3.5,
Axis Communications,P3227-LV,11.10.61,
Axis Communications,P3227-LVE,10.9.4,
Axis Communications,P3228-LV,10.12.73,
Axis Communications,P3228-LVE,10.12.240,
Axis Communications,P3245-LV,11.3.57,
Axis Communications,P3245-LVE,11.10.61,
Axis Communications,P3245-V,11.10.61,
Axis Communications,P3245-VE,11.10.61,
Axis Communications,P3247-LV,11.11.73,
Axis Communications,P3247-LVE,11.11.73,
Axis Communications,P3248-LVE,11.11.73,
Axis Communications,P3265-LV,10.12.165,
Axis Communications,P3265-LVE,10.12.165,
Axis Communications,P3265-V,11.11.73,
Axis Communications,P3267-LVE,10.12.240,
Axis Communications,P3268-LVE,10.12.240,
Axis Communications,P3301,5.40.9.2,
Axis Communications,P3301-V,5.40.9.2,
Axis Communications,P3304,11.10.61,
Axis Communications,P3304-V,11.10.61,
Axis Communications,P3343,5.51.7.6,
Axis Communications,P3343-V,5.51.7.6,
Axis Communications,P3343-VE,5.51.7.6,
Axis Communications,P3344,5.51.7.6,
Axis Communications,P3344-V,5.51.7.6,
Axis Communications,P3346,11.10.61,
Axis Communications,P3346-V,11.10.61,
Axis Communications,P3354,6.50.5.7,
Axis Communications,P3354-V,6.50.5.7,
Axis Communications,P3363,6.50.5.7,
Axis Communications,P3363-V,6.50.5.7,
Axis Communications,P3364,6.50.5.8,
Axis Communications,P3364-LV,6.50.5.8,
Axis Communications,P3364-V,6.50.5.8,
Axis Communications,P3367,6.50.5.5,
Axis Communications,P3367-V,6.50.5.5,
Axis Communications,P3367-VE,6.50.5.5,
Axis Communications,P3374-V,9.80.78,
Axis Communications,P3375-V,9.80.78,
Axis Communications,P3384-V,9.80.78,
Axis Communications,P3707-PE,6.50.1.2,
Axis Communications,P3715-PLVE,11.10.61,
Axis Communications,P3717,11.10.61,
Axis Communications,P3717-PLE,11.10.61,
Axis Communications,P3719,11.10.61,
Axis Communications,P3719-PLE,11.10.61,
Axis Communications,P3727-PLE,11.10.61,
Axis Communications,P3727-PLVE,11.10.61,
Axis Communications,P3735-PLE,11.10.61,
Axis Communications,P3737-PLE,11.10.61,
Axis Communications,P3738-PLE,11.10.61,
Axis Communications,P3807-PVE,9.80.3.1,
Axis Communications,P3818-PVE,10.12.228,
Axis Communications,P3827-PVE,11.10.61,
Axis Communications,P3905-R,8.40.43,
Axis Communications,P3905-R MKII,8.40.43,
Axis Communications,P3915-R,11.10.61,
Axis Communications,P3925-LRE,11.10.61,
Axis Communications,P3925-R,11.10.61,
Axis Communications,P3935-LR,11.10.61,
Axis Communications,P43827-PVE,11.10.61,
Axis Communications,P4705-PLVE,11.4.69,
Axis Communications,P4707-PLVE,11.10.61,
Axis Communications,P5514,11.10.61,
Axis Communications,P5514-E,11.10.61,
Axis Communications,P5534,5.51.7.6 - PSS,
Axis Communications,P5534-E,5.51.7.6 - PSS,
Axis Communications,P5624,5.51.7.6 - PSS,
Axis Communications,P5624-E,5.51.7.6 - PSS,
Axis Communications,P5624-E Mk II,11.10.61,
Axis Communications,P5624-E-MkII,11.10.61,
Axis Communications,P5635-E,6.50.5.7,
Axis Communications,P5635-E-MkII,11.10.61,
Axis Communications,P5654-E,11.10.61,
Axis Communications,P5654-E Mk II,11.10.61,
Axis Communications,P5655-E,11.11.73,
Axis Communications,P5676-LE,11.2.64,
Axis Communications,P7214,5.51.7.8,
Axis Communications,P7304,12.0.91,
Axis Communications,P8221,11.10.61,
Axis Communications,P9106-V,11.10.61,
Axis Communications,Q1615 Mk III,11.10.61,
Axis Communications,Q1647,11.10.61,
Axis Communications,Q1647-BE,11.10.61,
Axis Communications,Q1647-LE,11.10.61,
Axis Communications,Q1656,11.10.61,
Axis Communications,Q1656-B,11.10.61,
Axis Communications,Q1656-BE,11.10.61,
Axis Communications,Q1656-DLE,11.10.61,
Axis Communications,Q1656-LE,11.10.61,
Axis Communications,Q1659,11.10.61,
Axis Communications,Q1700-LE,11.10.61,
Axis Communications,Q1765-LE,11.10.61,
Axis Communications,Q1785-LE,11.10.61,
Axis Communications,Q1786-LE,10.12.114,
Axis Communications,Q1798-LE,11.10.61,
Axis Communications,Q1805-LE,11.10.61,
Axis Communications,Q1806-LE,11.10.61,
Axis Communications,Q1808-LE,11.10.61,
Axis Communications,Q1942-E,11.10.61,
Axis Communications,Q1951-E,11.10.61,
Axis Communications,Q1952-E,10.12.130,
Axis Communications,Q1961-TE,11.10.61,
Axis Communications,Q1961-XTE,11.10.61,
Axis Communications,Q3505,10.1.0,
Axis Communications,Q3505 MKII,8.40.43,
Axis Communications,Q3515,10.1.0,
Axis Communications,Q3517,9.80.2.4,
Axis Communications,Q3518,8.40.3,
Axis Communications,Q3527-LVE,11.10.61,
Axis Communications,Q3536-LVE,10.10.72,
Axis Communications,Q3538-LVE,10.10.72,
Axis Communications,Q3708-PVE,10.10.72,
Axis Communications,Q3709-PVE,10.10.72,
Axis Communications,Q3819-PVE,10.12.153,
Axis Communications,Q6000-E Mk II,11.10.61,
Axis Communications,Q6010-E,11.10.61,
Axis Communications,Q6032-E,5.41.4,
Axis Communications,Q6035-E,5.51.7.6,
Axis Communications,Q6045,5.70.1.7,
Axis Communications,Q6045 PTZ Dome,5.70.1.7,
Axis Communications,Q6045-C Mk II,5.70.1.7,
Axis Communications,Q6045-C PTZ Dome,5.70.1,
Axis Communications,Q6045-E,5.70.1.7,
Axis Communications,Q6045-E Mk II,5.70.2,
Axis Communications,Q6045-S,5.70.7,
Axis Communications,Q6045-S Mk II,5.70.1.7,
Axis Communications,Q6045-ZE,5.70.4,
Axis Communications,Q6045-ZE MkII,5.70.5,
Axis Communications,Q6054-E,6.50.5.3,
Axis Communications,Q6054-E-MkIII,9.80.3.4,
Axis Communications,Q6055,8.40.4.3,
Axis Communications,Q6055 PTZ,8.40.59,
Axis Communications,Q6055-C,8.40.60,
Axis Communications,Q6055-E,11.10.61,
Axis Communications,Q6055-S,8.40.62,
Axis Communications,Q6074,9.80.3.4,
Axis Communications,Q6074-E,11.10.61,
Axis Communications,Q6075,11.10.61,
Axis Communications,Q6075-E,11.10.61,
Axis Communications,Q6075-S,11.10.61,
Axis Communications,Q6075-SE,11.10.61,
Axis Communications,Q6078-E,11.10.61,
Axis Communications,Q6100-E,11.10.61,
Axis Communications,Q6114-E,6.50.5.8,
Axis Communications,Q6135-LE,11.10.61,
Axis Communications,Q6155-E,11.10.61,
Axis Communications,Q6215-LE,11.10.61,
Axis Communications,Q6225-LE,11.10.61,
Axis Communications,Q6315-LE,11.10.61,
Axis Communications,Q6318-LE,11.2.64,
Axis Communications,Q8414-LVS,6.50.5.18,
Axis Communications,Q8615-E,11.10.61,
Axis Communications,Q8752-E,11.10.61,
Axis Communications,T8705,5.1.8.2,
Axis Communications,XFQ1656,11.10.61,
Axis Communications,XPQ1785,11.10.61,
Axis Communications,XPT Q6055,8.40.63,
Bosch,DINION 5100i IR,8.81.0037,HTTP support needs to be enabled on the camera UI
Bosch,DINION 5100i IR - 2MP,9.00.0210,HTTP support needs to be enabled on the camera UI
Bosch,DINION 5100i IR - 5MP,9.00.0211,HTTP support needs to be enabled on the camera UI
Bosch,DINION 5100i IR - 8MP,9.00.0212,HTTP support needs to be enabled on the camera UI
Bosch,DINION IP thermal 8000,7.87.0029,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP 4000i,7.60.0118,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP 4000i - NDI - 4502,7.89.0051,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP 4000i IR,7.89.0050,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP 4000i IR - NDE - 4502,7.89.0049,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP 5000i,7.89.0045,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP 5000i - NDE - 5503,7.89.0049,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP 5000i IR - 5MP,7.89.0050,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP 5000i IR - NDE - 5503,7.89.0051,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP indoor 4000 HD,7.89.0048,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP indoor 4000 IR,7.89.0047,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP indoor 5000 HD,7.89.0046,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP indoor 5000 IR,7.89.0047,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP indoor 5000 MP,7.89.0048,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP outdoor 4000 HD,7.89.0046,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP outdoor 4000 IR,7.89.0045,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP outdoor 5000 IR,3500623,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP panoramic 7000 MP,7.83.0027,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP panoramic 7000 MP outdoor,7.70.0126,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP starlight 7000 VR,7.83.0027,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME IP starlight 8000i,7.84.0023,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME corner 7100i IR,8.81.0037,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME indoor 5100i,9.00.0213,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME indoor 5100i IR,9.00.0214,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME panoramic 5100i,8.20.0143,HTTP support needs to be enabled on the camera UI
Bosch,FLEXIDOME panoramic 5100i IR,8.51.0009,HTTP support needs to be enabled on the camera UI
Bosch,MIC IP Starlight 7100i (CPP 7.3),7.89.0030 (30500789),HTTP support needs to be enabled on the camera UI
Bosch,MIC IP starlight 7000 HD,6.43.0027,HTTP support needs to be enabled on the camera UI
Bosch,MIC IP starlight 7000 HD (CPP4),6.43.0027 (27500643),HTTP support needs to be enabled on the camera UI
Bosch,MIC IP starlight 7000i,6.60.0065,HTTP support needs to be enabled on the camera UI
Bosch,MIC IP starlight 7100i,6.60.0065,HTTP support needs to be enabled on the camera UI
